Test,Method,Metric,mu,learning_rate,tau,server_learning_rate,beta1,beta2,optimizer_class,deterministic_cycle
client_test_2,Scaffold500,0.6944444444444444,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.4583333333333333,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.9787234042553192,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7725274725274726,,0.01,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8966480446927374,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5227272727272727,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.4444444444444444,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.7446808510638298,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7234432234432234,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8910614525139665,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4351851851851852,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.723404255319149,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7164835164835165,,0.1,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.905027932960894,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.5454545454545454,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.5,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.5833333333333334,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.7659574468085106,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7538461538461538,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8994413407821229,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5227272727272727,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.4629629629629629,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.7446808510638298,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7274725274725274,,0.1,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8072625698324022,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.7727272727272727,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.6759259259259259,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.5208333333333334,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.9361702127659576,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.7941391941391941,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.905027932960894,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.5681818181818182,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.5277777777777778,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.6458333333333334,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.7659574468085106,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.7776556776556777,,0.1,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold100,0.8547486033519553,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold100,0.6136363636363636,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold100,0.7870370370370371,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold100,0.6458333333333334,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold100,0.9148936170212766,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold100,1.0,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold100,0.8395604395604396,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Scaffold500,0.8324022346368715,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,Scaffold500,0.7727272727272727,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,Scaffold500,0.7314814814814815,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,Scaffold500,0.5625,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,Scaffold500,0.9574468085106383,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,Scaffold500,1.0,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,Scaffold500,0.8212454212454212,,0.1,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam100,0.8966480446927374,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam100,0.5227272727272727,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam100,0.4444444444444444,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam100,0.6458333333333334,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam100,0.7446808510638298,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam100,1.0,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam100,0.7241758241758242,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam500,0.8910614525139665,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam500,0.5227272727272727,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam500,0.4444444444444444,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam500,0.6458333333333334,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam500,0.7446808510638298,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam500,1.0,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam500,0.7186813186813187,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi100,0.8966480446927374,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi100,0.5227272727272727,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi100,0.4444444444444444,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi100,0.6458333333333334,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi100,0.7446808510638298,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi100,1.0,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi100,0.7241758241758242,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi500,0.8910614525139665,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi500,0.5227272727272727,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi500,0.4444444444444444,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi500,0.6458333333333334,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi500,0.7446808510638298,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi500,1.0,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi500,0.7186813186813187,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad100,0.8910614525139665,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad100,0.5227272727272727,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad100,0.4444444444444444,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad100,0.6458333333333334,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad100,0.7446808510638298,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad100,1.0,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad100,0.7197802197802198,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad500,0.8910614525139665,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad500,0.5227272727272727,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad500,0.4351851851851852,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad500,0.6458333333333334,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad500,0.723404255319149,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad500,1.0,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad500,0.7157509157509158,,1e-05,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam100,0.9106145251396648,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam100,0.5454545454545454,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam100,0.4814814814814814,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam100,0.5833333333333334,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam100,0.7659574468085106,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam100,1.0,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam100,0.7556776556776557,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam500,0.8994413407821229,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam500,0.5,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam500,0.4722222222222222,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam500,0.6041666666666666,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam500,0.7446808510638298,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam500,1.0,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam500,0.7366300366300367,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi100,0.9106145251396648,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi100,0.5454545454545454,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi100,0.4814814814814814,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi100,0.5833333333333334,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi100,0.7659574468085106,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi100,1.0,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi100,0.7556776556776557,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi500,0.8994413407821229,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi500,0.5,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi500,0.4722222222222222,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi500,0.6041666666666666,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi500,0.7446808510638298,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi500,1.0,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi500,0.7366300366300367,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad100,0.9022346368715084,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad100,0.5,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad100,0.4907407407407407,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad100,0.6041666666666666,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad100,0.7446808510638298,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad100,1.0,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad100,0.7424908424908425,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad500,0.8966480446927374,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad500,0.5227272727272727,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad500,0.4629629629629629,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad500,0.6458333333333334,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad500,0.7446808510638298,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad500,1.0,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad500,0.7252747252747253,,1e-05,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam100,0.7988826815642458,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam100,0.7954545454545454,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam100,0.6388888888888888,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam100,0.4583333333333333,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam100,0.9148936170212766,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam100,1.0,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam100,0.7750915750915751,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam500,0.8519553072625698,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam500,0.6590909090909091,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam500,0.5833333333333334,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam500,0.5,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam500,0.8723404255319149,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam500,1.0,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam500,0.7886446886446886,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi100,0.7988826815642458,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi100,0.7954545454545454,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi100,0.6388888888888888,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi100,0.4583333333333333,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi100,0.9148936170212766,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi100,1.0,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi100,0.7750915750915751,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi500,0.8519553072625698,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi500,0.6590909090909091,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi500,0.5833333333333334,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi500,0.5,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi500,0.8723404255319149,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi500,1.0,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi500,0.7886446886446886,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad100,0.8240223463687151,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad100,0.7272727272727273,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad100,0.6111111111111112,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad100,0.5,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad100,0.8936170212765957,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad100,1.0,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad100,0.7827838827838828,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad500,0.905027932960894,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad500,0.5681818181818182,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad500,0.5277777777777778,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad500,0.5833333333333334,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad500,0.7659574468085106,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad500,1.0,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad500,0.7673992673992674,,1e-05,,0.1,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam100,0.8966480446927374,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam100,0.5909090909090909,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam100,0.5370370370370371,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam100,0.625,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam100,0.7659574468085106,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam100,1.0,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam100,0.7787545787545788,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam500,0.6256983240223464,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam500,0.8636363636363636,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam500,0.7314814814814815,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam500,0.4166666666666667,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam500,0.9787234042553192,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam500,0.6666666666666666,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam500,0.7238095238095238,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi100,0.8966480446927374,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi100,0.5909090909090909,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi100,0.5370370370370371,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi100,0.625,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi100,0.7659574468085106,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi100,1.0,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi100,0.7787545787545788,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi500,0.6256983240223464,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi500,0.8636363636363636,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi500,0.7314814814814815,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi500,0.4166666666666667,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi500,0.9787234042553192,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi500,0.6666666666666666,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi500,0.7238095238095238,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad100,0.8770949720670391,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad100,0.6136363636363636,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad100,0.5740740740740741,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad100,0.5208333333333334,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad100,0.8723404255319149,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad100,1.0,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad100,0.7952380952380952,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad500,0.6871508379888268,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad500,0.8409090909090909,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad500,0.6851851851851852,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad500,0.4166666666666667,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad500,0.9787234042553192,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad500,0.6666666666666666,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad500,0.7501831501831502,,1e-05,,1.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam100,0.4385474860335195,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam100,0.1136363636363636,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam100,0.2314814814814814,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam100,0.6666666666666666,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam100,0.0212765957446808,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam100,0.3333333333333333,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam100,0.3018315018315018,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam500,0.5810055865921788,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam500,0.8863636363636364,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam500,0.7592592592592593,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam500,0.3333333333333333,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam500,0.9787234042553192,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam500,0.6666666666666666,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam500,0.7095238095238096,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi100,0.4385474860335195,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi100,0.1136363636363636,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi100,0.2314814814814814,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi100,0.6666666666666666,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi100,0.0212765957446808,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi100,0.3333333333333333,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi100,0.3018315018315018,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi500,0.5810055865921788,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
